,Group,Name,Calories,Water,Protein,Carbohydrates,Fat,Sugar,Sucrose,Glucose,Fructose,Lactose,Maletose,Starch,Fiber,Polyols,Ash,Alcohol,Organic_Acids,Saturated_Fat,Fat_Mono.,Fat_Poly.,DHA,Cholesterol,Salt,Calcium,Choline,Cupper,Iron,Iodine,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Sodium,Zinc,Retinol,Alpha_Carotene,Beta_Carotene,Caffeine,Theobromine,Galactose,Fluoride,Beta_Cryptoxanthin,Lycopene,Lutein&Zeaxathin,Vitamin A,Vitamin_B1,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_B9,Vitamin_B12,Vitamin_C,Vitamin_D2,Vitamin_D3,Vitamin_D,Vitamin_E,Vitamin_K1,Vitamin_K2
3742,Vegetables and Vegetable Products,Squash. summer. zucchini. includes skin. frozen. unprepared,17.0,94.7,1.16,3.58,0.13,1.71,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.43,0.0,0.0,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.05,0.51,0.0,13.0,0.244,28.0,218.0,0.2,2.0,0.21,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,2102.0,198.0,0.048,0.042,0.433,0.297,0.05,10.0,0.0,5.3,0.0,0.0,0.0,0.12,0.0,0.0
3743,Vegetables and Vegetable Products,Squash. summer. zucchini. italian style. canned,29.0,90.61,1.03,6.85,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.098,0.68,0.0,14.0,0.24,29.0,274.0,0.4,374.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,0.042,0.04,0.528,0.27399999999999997,0.152,30.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
3744,Vegetables and Vegetable Products,Squash. winter. acorn. raw,40.0,87.78,0.8,10.42,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.9,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.065,0.7,0.0,32.0,0.16699999999999998,36.0,347.0,0.5,3.0,0.13,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,367.0,0.14,0.01,0.7,0.4,0.154,17.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3745,Vegetables and Vegetable Products,Squash. winter. acorn. cooked. baked. without salt,56.0,82.9,1.12,14.58,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,1.26,0.0,0.0,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.086,0.93,0.0,43.0,0.242,45.0,437.0,0.7,4.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.16699999999999998,0.013000000000000001,0.8809999999999999,0.504,0.19399999999999998,19.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0
3746,Vegetables and Vegetable Products,Squash. winter. butternut. raw,45.0,86.41,1.0,11.69,0.1,2.2,0.22,0.99,0.99,0.0,0.0,0.0,2.0,0.0,0.8,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.07200000000000001,0.7,0.0,34.0,0.20199999999999999,33.0,352.0,0.5,4.0,0.15,0.0,834.0,4226.0,0.0,0.0,0.0,0.0,3471.0,0.0,0.0,10630.0,0.1,0.02,1.2,0.4,0.154,27.0,0.0,21.0,0.0,0.0,0.0,1.44,0.0,0.0
3747,Vegetables and Vegetable Products,Squash. winter. butternut. frozen. unprepared,57.0,82.5,1.76,14.41,0.1,2.83,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.23,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.051,0.88,0.0,14.0,0.248,22.0,212.0,0.7,2.0,0.17,0.0,376.0,1904.0,0.0,0.0,0.0,0.0,1564.0,0.0,0.0,4790.0,0.09,0.059000000000000004,0.74,0.221,0.11,24.0,0.0,6.2,0.0,0.0,0.0,1.85,0.0,0.0
3748,Vegetables and Vegetable Products,Squash. winter. butternut. frozen. cooked. boiled. without salt,39.0,87.8,1.23,10.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.036000000000000004,0.58,0.0,9.0,0.17300000000000001,14.0,133.0,0.5,2.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3339.0,0.05,0.039,0.46399999999999997,0.154,0.069,16.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
3749,Vegetables and Vegetable Products,Squash. winter. hubbard. raw,40.0,88.0,2.0,8.7,0.5,3.95,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.8,0.0,0.0,0.10300000000000001,0.0,0.0,0.0,0.0,0.0,14.0,11.8,0.064,0.4,0.0,19.0,0.179,21.0,320.0,0.5,7.0,0.13,0.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,0.07,0.04,0.5,0.4,0.154,16.0,0.0,11.0,0.0,0.0,0.0,0.16,0.0,0.0
3750,Vegetables and Vegetable Products,Squash. winter. hubbard. baked. without salt,50.0,85.1,2.48,10.81,0.62,4.9,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.99,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,17.0,14.6,0.045,0.47,0.0,22.0,0.17,23.0,358.0,0.6,8.0,0.15,0.0,885.0,3580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6705.0,0.07400000000000001,0.047,0.5579999999999999,0.447,0.172,16.0,0.0,9.5,0.0,0.0,0.0,0.2,0.0,0.0
3751,Vegetables and Vegetable Products,Squash. winter. hubbard. cooked. boiled. mashed. without salt,30.0,91.1,1.48,6.46,0.37,2.93,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.59,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,10.0,8.7,0.047,0.28,0.0,13.0,0.126,14.0,214.0,0.3,5.0,0.1,0.0,406.0,1641.0,0.0,0.0,0.0,0.0,1119.0,0.0,0.0,4005.0,0.042,0.027999999999999997,0.33399999999999996,0.297,0.10300000000000001,10.0,0.0,6.5,0.0,0.0,0.0,0.12,0.0,0.0
3752,Vegetables and Vegetable Products,Squash. winter. spaghetti. raw,31.0,91.6,0.64,6.91,0.57,2.76,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.28,0.0,0.0,0.11699999999999999,0.0,0.0,0.0,0.0,0.0,23.0,8.2,0.037000000000000005,0.31,0.0,12.0,0.125,12.0,108.0,0.3,17.0,0.19,0.0,16.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.037000000000000005,0.018000000000000002,0.95,0.36,0.10099999999999999,12.0,0.0,2.1,0.0,0.0,0.0,0.13,0.0,0.0
3753,Vegetables and Vegetable Products,Squash. winter. spaghetti. cooked. boiled. drained. or baked. without salt,27.0,92.3,0.66,6.46,0.26,2.53,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.32,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,21.0,7.5,0.035,0.34,0.0,11.0,0.109,14.0,117.0,0.3,18.0,0.2,0.0,15.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.038,0.022000000000000002,0.81,0.355,0.099,8.0,0.0,3.5,0.0,0.0,0.0,0.12,0.0,0.0
3754,Vegetables and Vegetable Products,Succotash. (corn and limas). raw,99.0,73.1,5.03,19.59,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,1.26,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.18600000000000003,1.83,0.0,48.0,0.688,113.0,369.0,0.6,4.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.20800000000000002,0.08199999999999999,1.587,0.128,0.13,40.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0
3755,Vegetables and Vegetable Products,Succotash. (corn and limas). cooked. boiled. drained. without salt,115.0,68.37,5.07,24.38,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,1.39,0.0,0.0,0.14800000000000002,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.179,1.52,0.0,53.0,0.769,117.0,410.0,0.6,17.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.168,0.096,1.327,0.5670000000000001,0.11599999999999999,33.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0
3756,Vegetables and Vegetable Products,Succotash. (corn and limas). canned. with cream style corn,77.0,78.17,2.64,17.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.04,0.0,0.0,0.10099999999999999,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.17800000000000002,0.55,0.0,1.0,0.645,59.0,183.0,0.6,245.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.027000000000000003,0.065,0.607,0.218,0.128,44.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0
3757,Vegetables and Vegetable Products,Succotash. (corn and limas). canned. with whole kernel corn. solids and liquids,63.0,81.96,2.6,13.98,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.96,0.0,0.0,0.092,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.109,0.53,0.0,19.0,0.366,55.0,163.0,0.6,221.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.028999999999999998,0.057999999999999996,0.64,0.309,0.049,32.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0
3758,Vegetables and Vegetable Products,Succotash. (corn and limas). frozen. unprepared,93.0,74.11,4.31,19.94,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.75,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.063,0.94,0.0,24.0,0.295,78.0,295.0,0.6,45.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.087,0.07200000000000001,1.375,0.258,0.1,42.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0
3759,Vegetables and Vegetable Products,Swamp cabbage. (skunk cabbage). raw,19.0,92.47,2.6,3.14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.023,1.67,0.0,71.0,0.16,39.0,312.0,0.9,113.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,0.03,0.1,0.9,0.141,0.096,57.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
3760,Vegetables and Vegetable Products,Swamp cabbage (skunk  cabbage). cooked. boiled. drained. without salt,20.0,92.93,2.08,3.7,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.05,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.021,1.32,0.0,30.0,0.14300000000000002,42.0,284.0,0.9,122.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,0.05,0.08,0.5,0.126,0.081,35.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
3761,Vegetables and Vegetable Products,Sweet potato leaves. raw,42.0,86.81,2.49,8.82,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,1.36,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.97,0.0,70.0,0.0,81.0,508.0,0.9,6.0,0.0,0.0,42.0,2217.0,0.0,0.0,0.0,0.0,58.0,0.0,14720.0,3778.0,0.156,0.345,1.13,0.225,0.19,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3762,Vegetables and Vegetable Products,Sweet potato leaves. cooked. steamed. without salt,41.0,89.2,2.18,7.38,0.34,5.48,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.89,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,33.0,21.0,0.033,0.63,0.0,48.0,0.22899999999999998,40.0,312.0,0.9,7.0,0.26,0.0,33.0,1725.0,0.0,0.0,0.0,0.0,45.0,0.0,11449.0,2939.0,0.11199999999999999,0.267,1.003,0.2,0.16,49.0,0.0,1.5,0.0,0.0,0.0,0.96,0.0,0.0
3763,Vegetables and Vegetable Products,Sweet potato. raw. unprepared,86.0,77.28,1.57,20.12,0.05,4.18,2.52,0.96,0.7,0.0,0.0,12.65,3.0,0.0,0.99,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,30.0,12.3,0.151,0.61,0.0,25.0,0.258,47.0,337.0,0.6,55.0,0.3,0.0,7.0,8509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14187.0,0.078,0.061,0.557,0.8,0.209,11.0,0.0,2.4,0.0,0.0,0.0,0.26,0.0,0.0
3764,Vegetables and Vegetable Products,Sweet potato. cooked. baked in skin. flesh. without salt,90.0,75.78,2.01,20.71,0.15,6.48,2.28,0.57,0.5,0.0,3.12,7.05,3.3,0.0,1.35,0.0,0.0,0.052000000000000005,0.0,0.0,0.0,0.0,0.0,38.0,13.1,0.161,0.69,0.0,27.0,0.49700000000000005,54.0,475.0,0.2,36.0,0.32,0.0,43.0,11509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19218.0,0.107,0.106,1.4869999999999999,0.884,0.28600000000000003,6.0,0.0,19.6,0.0,0.0,0.0,0.71,0.0,0.0
3765,Vegetables and Vegetable Products,Sweet potato. cooked. boiled. without skin,76.0,80.13,1.37,17.72,0.14,5.74,1.43,0.54,0.43,0.0,3.34,5.22,2.5,0.0,0.63,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,27.0,10.8,0.094,0.72,0.0,18.0,0.266,32.0,230.0,0.2,27.0,0.2,0.0,0.0,9444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15740.0,0.055999999999999994,0.047,0.5379999999999999,0.581,0.165,6.0,0.0,12.8,0.0,0.0,0.0,0.94,0.0,0.0
3766,Vegetables and Vegetable Products,Sweet potato. canned. vacuum pack,91.0,76.03,1.65,21.12,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.0,0.0,0.0,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,22.0,13.0,0.139,0.89,0.0,22.0,0.455,49.0,312.0,0.7,53.0,0.18,0.0,0.0,4790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7983.0,0.037000000000000005,0.057,0.741,0.523,0.19,17.0,0.0,26.4,0.0,0.0,0.0,1.0,0.0,0.0
3767,Vegetables and Vegetable Products,Sweet potato. canned. mashed,101.0,73.88,1.98,23.19,0.2,5.45,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.75,0.0,0.0,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.278,1.33,0.0,24.0,0.988,52.0,210.0,0.8,75.0,0.21,0.0,0.0,5219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8699.0,0.027000000000000003,0.09,0.955,0.512,0.235,11.0,0.0,5.2,0.0,0.0,0.0,1.09,0.0,0.0
3768,Vegetables and Vegetable Products,Sweet potato. frozen. unprepared,96.0,74.89,1.71,22.22,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.177,0.53,0.0,22.0,0.665,45.0,365.0,0.6,6.0,0.31,0.0,0.0,6220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10367.0,0.067,0.051,0.597,0.515,0.177,21.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0
3769,Vegetables and Vegetable Products,Sweet potato. frozen. cooked. baked. without salt,100.0,73.7,1.71,23.4,0.12,9.17,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.07,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.183,0.54,0.0,21.0,0.665,44.0,377.0,0.6,8.0,0.3,0.0,47.0,12498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20870.0,0.066,0.055999999999999994,0.555,0.56,0.18600000000000003,22.0,0.0,9.1,0.0,0.0,0.0,0.77,0.0,0.0
3770,Vegetables and Vegetable Products,Taro. raw,112.0,70.64,1.5,26.46,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,1.2,0.0,0.0,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,43.0,17.3,0.172,0.55,0.0,33.0,0.38299999999999995,84.0,591.0,0.7,11.0,0.23,0.0,0.0,35.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,76.0,0.095,0.025,0.6,0.303,0.28300000000000003,22.0,0.0,4.5,0.0,0.0,0.0,2.38,0.0,0.0
3771,Vegetables and Vegetable Products,Taro leaves. raw,42.0,85.66,4.98,6.7,0.74,3.01,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.92,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,107.0,12.8,0.27,2.25,0.0,45.0,0.7140000000000001,60.0,648.0,0.9,3.0,0.41,0.0,0.0,2895.0,0.0,0.0,0.0,0.0,0.0,0.0,1932.0,4825.0,0.209,0.456,1.5130000000000001,0.084,0.146,126.0,0.0,52.0,0.0,0.0,0.0,2.02,0.0,0.0
3772,Vegetables and Vegetable Products,Taro shoots. raw,11.0,95.82,0.92,2.32,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.08800000000000001,0.6,0.0,8.0,0.122,28.0,332.0,0.9,1.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.04,0.05,0.8,0.075,0.111,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
3773,Vegetables and Vegetable Products,Taro shoots. cooked. without salt,14.0,95.3,0.73,3.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.094,0.41,0.0,8.0,0.13,26.0,344.0,1.0,2.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.038,0.053,0.81,0.076,0.11199999999999999,3.0,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0
3774,Vegetables and Vegetable Products,Taro. tahitian. raw,44.0,87.96,2.79,6.91,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.19699999999999998,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.071,1.3,0.0,47.0,0.157,45.0,606.0,0.7,50.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2045.0,0.062,0.244,0.995,0.124,0.11599999999999999,9.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
3775,Vegetables and Vegetable Products,Taro. tahitian. cooked. without salt,44.0,86.46,4.16,6.85,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.076,1.56,0.0,51.0,0.168,67.0,623.0,0.8,54.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.0,0.044000000000000004,0.198,0.48,0.126,0.11699999999999999,7.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
3776,Vegetables and Vegetable Products,Tomatoes. red. ripe. raw. year round average,18.0,94.52,0.88,3.89,0.2,2.63,0.0,1.25,1.37,0.0,0.0,0.0,1.2,0.0,0.5,0.0,0.0,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,10.0,6.7,0.059000000000000004,0.27,0.0,11.0,0.114,24.0,237.0,0.0,5.0,0.17,0.0,101.0,449.0,0.0,0.0,0.0,2.3,0.0,2573.0,123.0,833.0,0.037000000000000005,0.019,0.594,0.08900000000000001,0.08,15.0,0.0,13.7,0.0,0.0,0.0,0.54,0.0,0.0
3777,Vegetables and Vegetable Products,Tomatoes. red. ripe. cooked,18.0,94.34,0.95,4.01,0.11,2.49,0.0,1.18,1.31,0.0,0.0,0.0,0.7,0.0,0.6,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,11.0,6.9,0.075,0.68,0.0,9.0,0.105,28.0,218.0,0.5,11.0,0.14,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,3041.0,94.0,489.0,0.036000000000000004,0.022000000000000002,0.532,0.129,0.079,13.0,0.0,22.8,0.0,0.0,0.0,0.56,0.0,0.0
3778,Vegetables and Vegetable Products,Tomatoes. red. ripe. canned. packed in tomato juice,16.0,94.75,0.79,3.47,0.25,2.55,0.0,1.24,1.31,0.0,0.0,0.0,1.9,0.0,0.74,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,33.0,6.4,0.052000000000000005,0.57,0.0,10.0,0.068,17.0,191.0,0.7,115.0,0.12,0.0,0.0,245.0,0.0,0.0,0.0,5.1,0.0,2537.0,78.0,408.0,0.575,0.055,0.7120000000000001,0.11699999999999999,0.111,8.0,0.0,12.6,0.0,0.0,0.0,0.59,0.0,0.0
3779,Vegetables and Vegetable Products,Tomatoes. red. ripe. canned. stewed,26.0,91.54,0.91,6.19,0.19,3.52,0.02,1.63,1.88,0.0,0.0,0.0,1.0,0.0,1.17,0.0,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,34.0,10.4,0.11199999999999999,1.33,0.0,12.0,0.059000000000000004,20.0,207.0,0.6,221.0,0.17,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,4088.0,126.0,172.0,0.046,0.035,0.7140000000000001,0.114,0.017,5.0,0.0,7.9,0.0,0.0,0.0,0.83,0.0,0.0
3780,Vegetables and Vegetable Products,Tomatoes. red. ripe. canned. with green chilies,15.0,94.23,0.69,3.62,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.09,0.26,0.0,11.0,0.132,14.0,107.0,0.4,401.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.034,0.019,0.64,0.14800000000000002,0.10300000000000001,9.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0
3781,Vegetables and Vegetable Products,Tomato juice. canned. with salt added,17.0,94.24,0.85,3.53,0.29,2.58,0.0,1.25,1.33,0.0,0.0,0.0,0.4,0.0,1.09,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,10.0,6.8,0.042,0.39,0.0,11.0,0.068,19.0,217.0,0.5,253.0,0.11,0.0,0.0,270.0,0.0,0.0,0.0,6.9,0.0,9037.0,60.0,450.0,0.1,0.078,0.6729999999999999,0.0,0.07,20.0,0.0,70.1,0.0,0.0,0.0,0.32,0.0,0.0
3782,Vegetables and Vegetable Products,Tomato products. canned. paste. without salt added,82.0,73.5,4.32,18.91,0.47,12.18,0.3,5.75,5.85,0.0,0.28,0.22,4.1,0.0,2.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,36.0,38.5,0.365,2.98,0.0,42.0,0.302,83.0,1014.0,5.3,59.0,0.63,0.0,29.0,901.0,0.0,0.0,0.0,0.0,0.0,28764.0,0.0,1525.0,0.06,0.153,3.076,0.142,0.21600000000000003,12.0,0.0,21.9,0.0,0.0,0.0,4.3,0.0,0.0
3783,Vegetables and Vegetable Products,Tomato powder,302.0,3.06,12.91,74.68,0.44,43.9,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,8.91,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,166.0,0.0,1.2409999999999999,4.56,0.0,178.0,1.9509999999999998,295.0,1927.0,5.3,134.0,1.71,0.0,0.0,10348.0,0.0,0.0,0.0,0.0,0.0,46260.0,1370.0,17247.0,0.9129999999999999,0.7609999999999999,9.133,3.76,0.457,120.0,0.0,116.7,0.0,0.0,0.0,12.25,0.0,0.0
3784,Vegetables and Vegetable Products,Tomato products. canned. sauce,24.0,91.28,1.2,5.31,0.3,3.56,0.07,1.82,1.67,0.0,0.0,0.0,1.5,0.0,1.92,0.0,0.0,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,14.0,9.9,0.115,0.96,0.0,15.0,0.113,27.0,297.0,0.6,474.0,0.22,0.0,0.0,259.0,0.0,0.0,0.0,34.9,3.0,13895.0,24.0,435.0,0.024,0.065,0.991,0.309,0.098,9.0,0.0,7.0,0.0,0.0,0.0,1.44,0.0,0.0
3785,Vegetables and Vegetable Products,Tomato products. canned. sauce. with mushrooms,35.0,87.97,1.45,8.43,0.13,5.77,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.02,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.19899999999999998,0.89,0.0,19.0,0.188,32.0,380.0,0.2,452.0,0.21,0.0,0.0,570.0,0.0,0.0,0.0,0.0,6.0,18942.0,31.0,955.0,0.07200000000000001,0.10800000000000001,1.265,0.36700000000000005,0.133,9.0,0.0,12.4,0.0,0.0,0.0,1.92,0.0,0.0
3786,Vegetables and Vegetable Products,Tomato products. canned. sauce. with onions,42.0,86.09,1.56,9.94,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,2.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.18100000000000002,0.93,0.0,19.0,0.301,39.0,413.0,0.8,551.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.073,0.133,1.242,0.368,0.267,22.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0
3787,Vegetables and Vegetable Products,Tomato products. canned. sauce. with herbs and cheese,59.0,83.43,2.13,10.24,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,2.27,0.0,0.0,0.627,0.0,0.0,0.0,3.0,0.0,37.0,0.0,0.174,0.87,0.0,19.0,0.188,54.0,356.0,0.9,543.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0,0.076,0.124,1.209,0.275,0.019,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3788,Vegetables and Vegetable Products,Tomato products. canned. sauce. with onions. green peppers. and celery,41.0,88.28,0.94,8.77,0.74,7.36,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.27,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.198,0.76,0.0,21.0,0.244,38.0,398.0,0.6,368.0,0.28,0.0,0.0,483.0,0.0,0.0,0.0,0.0,6.0,18454.0,30.0,810.0,0.067,0.12,1.095,0.221,0.19399999999999998,14.0,0.0,13.2,0.0,0.0,0.0,1.18,0.0,0.0
