,Group,Name,Calories,Water,Protein,Carbohydrates,Fat,Sugar,Sucrose,Glucose,Fructose,Lactose,Maletose,Starch,Fiber,Polyols,Ash,Alcohol,Organic_Acids,Saturated_Fat,Fat_Mono.,Fat_Poly.,DHA,Cholesterol,Salt,Calcium,Choline,Cupper,Iron,Iodine,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Sodium,Zinc,Retinol,Alpha_Carotene,Beta_Carotene,Caffeine,Theobromine,Galactose,Fluoride,Beta_Cryptoxanthin,Lycopene,Lutein&Zeaxathin,Vitamin A,Vitamin_B1,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_B9,Vitamin_B12,Vitamin_C,Vitamin_D2,Vitamin_D3,Vitamin_D,Vitamin_E,Vitamin_K1,Vitamin_K2,ME_CLASSIFIED
3035,Sausages and Luncheon Meats,luxury loaf  pork,141.0,68.2,18.4,4.9,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,1.58,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.1,1.05,0.0,20.0,0.041,185.0,377.0,21.5,1225.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7070000000000001,0.297,3.482,0.515,0.31,2.0,1.37,0.0,0.0,0.0,0.7,0.0,0.0,0.0,
3036,Sausages and Luncheon Meats,mother's loaf  pork,282.0,54.9,12.07,7.53,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,7.95,0.0,0.0,0.0,45.0,0.0,43.0,0.0,0.09,1.32,0.0,16.0,0.066,129.0,225.0,35.1,1127.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.17,3.123,0.47,0.18,8.0,1.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
3037,Sausages and Luncheon Meats,picnic loaf  pork  beef,232.0,60.2,14.92,4.76,16.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,6.07,0.0,0.0,0.0,38.0,0.0,47.0,0.0,0.07,1.02,0.0,15.0,0.028,125.0,267.0,35.7,1164.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374,0.242,2.306,0.68,0.3,2.0,1.5,0.0,0.0,0.0,1.2,0.0,0.0,0.0,GOOD
3038,Sausages and Luncheon Meats,pork sausage  link/patty  unprepared,288.0,56.59,15.39,0.93,24.8,0.93,0.1,0.56,0.0,0.0,0.27,0.0,0.0,0.0,2.54,0.0,0.0,7.57,0.0,0.0,0.0,70.0,0.0,8.0,52.5,0.057,1.02,0.0,15.0,0.017,133.0,307.0,17.8,739.0,2.01,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.223,0.147,5.417999999999998,0.69,0.174,2.0,0.92,0.0,0.0,1.4,1.4,0.99,0.0,0.0,
3039,Sausages and Luncheon Meats,pork sausage  link/patty  cooked  pan fried,325.0,49.89,18.53,1.42,27.25,1.09,0.13,0.64,0.0,0.0,0.33,0.0,0.0,0.0,2.9,0.0,0.0,8.826,0.0,0.0,0.0,86.0,0.0,9.0,62.3,0.071,1.2,0.0,16.0,0.022,149.0,342.0,20.7,814.0,2.45,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.256,0.17600000000000002,6.119,0.805,0.195,1.0,0.98,0.0,0.0,1.4,1.4,0.9,0.0,0.0,
3040,Sausages and Luncheon Meats,pork and beef sausage  fresh  cooked,396.0,44.55,13.8,2.7,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,12.96,0.0,0.0,0.0,71.0,0.0,10.0,58.8,0.04,1.13,0.0,12.0,0.037000000000000005,107.0,189.0,14.4,929.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35700000000000004,0.147,3.367,0.48,0.05,2.0,0.43,0.0,0.0,0.0,0.7,0.22,0.0,0.0,GOOD
3041,Sausages and Luncheon Meats,turkey sausage  reduced fat  brown and serve  cooked (include butterball breakfast links turkey sausage),204.0,59.59,17.0,10.92,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.19,0.0,0.0,2.8710000000000004,0.0,0.0,0.0,58.0,0.0,31.0,92.1,0.149,1.8,0.0,21.0,0.221,164.0,207.0,20.8,721.0,2.31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.066,0.151,2.137,0.722,0.234,23.0,0.28,0.0,0.0,0.4,0.4,0.0,0.0,0.0,GOOD
3042,Sausages and Luncheon Meats,poultry salad sandwich spread,200.0,66.17,11.64,7.41,13.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,3.45,0.0,0.0,0.0,30.0,0.0,10.0,49.6,0.03,0.61,0.0,10.0,0.009000000000000001,33.0,183.0,10.9,653.0,1.04,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.024,0.071,1.669,0.27,0.11,5.0,0.38,1.0,0.0,0.2,0.2,2.2,0.0,0.0,GOOD
3043,Sausages and Luncheon Meats,salami  cooked  beef,261.0,60.0,12.6,1.9,22.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,9.865,0.0,0.0,0.0,71.0,0.0,6.0,57.5,0.19,2.2,0.0,13.0,0.046,205.0,188.0,14.6,1140.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,41.2,0.0,0.0,0.0,0.0,0.103,0.189,3.238,0.95,0.18,2.0,3.06,0.0,0.0,0.0,1.2,0.19,0.0,0.0,GOOD
3044,Sausages and Luncheon Meats,salami  cooked  beef and pork,336.0,45.19,21.85,2.4,25.9,0.96,0.44,0.52,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,9.316,0.0,0.0,0.0,89.0,0.0,15.0,93.5,0.35700000000000004,1.56,0.0,19.0,0.978,191.0,316.0,31.3,1740.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,41.2,0.0,0.0,0.0,0.0,0.3670000000000001,0.35700000000000004,6.053,1.2009999999999998,0.459,3.0,1.52,0.0,0.0,0.0,1.0,0.22,0.0,0.0,GOOD
3045,Sausages and Luncheon Meats,salami  cooked  turkey,172.0,68.8,19.2,1.55,9.21,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.68,0.0,0.0,2.783,0.0,0.0,0.0,76.0,0.0,40.0,53.1,0.19,1.25,0.0,22.0,0.02,266.0,216.0,26.4,1107.0,2.32,2.0,0.0,0.0,0.0,0.0,0.0,41.2,0.0,0.0,0.0,6.0,0.426,0.303,3.979,1.074,0.4270000000000001,10.0,0.99,0.0,0.0,0.0,0.6,0.24,0.0,0.0,GOOD
3046,Sausages and Luncheon Meats,salami  dry or hard  pork,407.0,36.18,22.58,1.6,33.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,11.89,0.0,0.0,0.0,79.0,0.0,13.0,0.0,0.16,1.3,0.0,22.0,0.07,229.0,378.0,25.4,2260.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.33,5.6,1.06,0.55,2.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3047,Sausages and Luncheon Meats,salami  dry or hard  pork  beef,378.0,41.19,21.07,0.72,31.65,0.26,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,5.37,0.0,0.0,11.418,0.0,0.0,0.0,108.0,0.0,24.0,72.6,0.096,1.36,0.0,20.0,0.948,192.0,363.0,33.6,1756.0,2.67,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.386,0.196,6.105,1.011,0.441,0.0,1.15,0.0,0.0,0.9,0.9,0.64,0.0,0.0,GOOD
3048,Sausages and Luncheon Meats,sandwich spread  pork  beef,235.0,60.28,7.66,11.94,17.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.78,0.0,0.0,5.977,0.0,0.0,0.0,38.0,0.0,12.0,62.3,0.13,0.79,0.0,8.0,0.026,59.0,110.0,9.7,1013.0,1.02,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.172,0.134,1.73,0.43,0.12,2.0,1.12,0.0,0.0,0.0,0.6,1.74,0.0,0.0,GOOD
3049,Sausages and Luncheon Meats,smoked link sausage  pork,309.0,56.49,11.98,0.94,28.23,0.94,0.24,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,9.313,0.0,0.0,0.0,61.0,0.0,11.0,61.1,0.17600000000000002,0.59,0.0,11.0,0.011,157.0,483.0,18.3,827.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.18,2.807,0.536,0.179,1.0,0.66,0.0,0.0,0.0,1.1,0.25,0.0,0.0,
3050,Sausages and Luncheon Meats,sausage  smoked link sausage  pork and beef,320.0,53.97,12.0,2.42,28.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,9.769,0.0,0.0,0.0,58.0,0.0,12.0,50.7,0.077,0.75,0.0,13.0,0.048,121.0,179.0,0.0,911.0,1.26,11.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,74.0,0.192,0.106,2.94,0.525,0.163,2.0,0.58,0.0,0.0,0.0,1.1,0.13,0.0,0.0,GOOD
3051,Sausages and Luncheon Meats,smoked link sausage  pork and beef  nonfat dry milk added,313.0,53.91,13.28,1.92,27.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,9.72,0.0,0.0,0.0,65.0,0.0,41.0,0.0,0.09,1.47,0.0,16.0,0.038,137.0,286.0,13.9,1173.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.214,2.845,0.61,0.18,2.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3052,Sausages and Luncheon Meats,thuringer  cervelat  summer sausage  beef  pork,362.0,45.18,17.45,3.33,30.43,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,11.51,0.0,0.0,0.0,74.0,0.0,9.0,78.9,0.15,2.04,0.0,14.0,0.0,111.0,260.0,20.3,1300.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.33,4.31,0.0,0.26,2.0,5.5,16.6,0.0,0.0,1.1,0.22,0.0,0.0,GOOD
3053,Sausages and Luncheon Meats,turkey breast  sliced  prepackaged,100.0,75.83,16.33,2.34,2.37,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.318,0.0,0.0,0.0,50.0,0.0,7.0,33.1,0.024,0.34,0.0,20.0,0.012,234.0,401.0,13.0,922.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.145,7.15,0.32,0.41,4.0,0.37,0.0,0.0,0.1,0.1,0.13,0.0,0.0,GOOD
3054,Sausages and Luncheon Meats,sausage  vienna  canned  chicken  beef  pork,230.0,64.9,10.5,2.6,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,7.125,0.0,0.0,0.0,87.0,0.0,10.0,43.7,0.03,0.88,0.0,7.0,0.0,49.0,101.0,16.9,879.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.107,1.6130000000000002,0.35,0.12,4.0,1.02,0.0,0.0,0.0,0.6,0.22,0.0,0.0,GOOD
3055,Sausages and Luncheon Meats,honey roll sausage  beef,182.0,64.78,18.58,2.18,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,4.08,0.0,0.0,0.0,50.0,0.0,9.0,0.0,0.1,2.2,0.0,16.0,0.037000000000000005,137.0,291.0,15.6,1322.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.182,4.165,0.49,0.27,4.0,2.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GOOD
3056,Sausages and Luncheon Meats,sausage  italian  pork  cooked,344.0,47.13,19.12,4.27,27.31,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.18,0.0,0.0,10.195,0.0,0.0,0.0,57.0,0.0,21.0,78.2,0.08,1.43,0.0,18.0,0.0,170.0,304.0,22.0,743.0,2.39,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.623,0.233,4.165,0.0,0.33,5.0,1.3,0.1,0.0,0.0,1.0,0.25,0.0,0.0,
3057,Sausages and Luncheon Meats,luncheon sausage  pork and beef,260.0,58.62,15.38,1.58,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.0,0.0,7.62,0.0,0.0,0.0,64.0,0.0,13.0,0.0,0.08,1.43,0.0,14.0,0.042,122.0,245.0,15.4,1182.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.195,3.527,0.37,0.2,3.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3058,Sausages and Luncheon Meats,new england brand sausage  pork  beef,161.0,66.77,17.27,4.83,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,2.56,0.0,0.0,0.0,49.0,0.0,7.0,0.0,0.1,0.94,0.0,16.0,0.036000000000000004,136.0,321.0,19.2,1220.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.248,3.478,0.68,0.36,7.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3059,Sausages and Luncheon Meats,turkey bacon  unprepared,226.0,61.83,15.94,1.89,16.93,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,4.52,0.0,0.0,0.0,86.0,0.0,80.0,0.0,0.068,1.4,0.0,16.0,0.019,222.0,349.0,15.8,1069.0,2.54,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.03,0.237,4.032,0.675,0.244,10.0,1.19,0.0,0.0,0.0,0.0,0.11,0.0,0.0,GOOD
3060,Sausages and Luncheon Meats,hormel pillow pak sliced turkey pepperoni,243.0,47.84,30.99,3.78,11.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,0.0,0.0,3.52,0.0,0.0,0.0,123.0,0.0,26.0,0.0,0.2,2.7,0.0,41.0,0.0,0.0,449.0,0.0,1858.0,4.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3061,Sausages and Luncheon Meats,turkey  pork  and beef sausage  low fat  smoked,101.0,76.3,8.0,11.54,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.66,0.0,0.0,0.85,0.0,0.0,0.0,21.0,0.0,10.0,59.0,0.134,2.2,0.0,16.0,0.0,74.0,243.0,24.6,796.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,1.55,0.165,0.1,6.0,0.28,1.9,0.0,0.0,0.1,0.09,0.0,0.0,GOOD
3062,Sausages and Luncheon Meats,usda commodity  pork  sausage  bulk/links/patties  frozen  cooked,267.0,58.66,19.76,0.0,20.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,5.532,0.0,0.0,0.0,98.0,0.0,9.0,0.0,0.104,1.15,0.0,19.0,0.053,190.0,239.0,21.7,540.0,2.84,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.732,0.241,2.7960000000000003,0.703,0.28,1.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3063,Sausages and Luncheon Meats,frankfurter  beef  pork  and turkey  fat free,109.0,71.5,12.5,11.21,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.5,0.0,0.0,0.0,41.0,0.0,54.0,74.9,0.117,1.78,0.0,14.0,0.0,132.0,220.0,18.7,880.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.154,3.466,0.0,0.181,6.0,1.06,24.0,0.0,0.0,0.1,0.0,0.0,0.0,GOOD
3064,Sausages and Luncheon Meats,luncheon meat  pork  ham  and chicken  minced  canned  reduced sodium  added ascorbic acid  includes spam  25% less sodium,293.0,55.5,12.5,3.4,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,8.873,0.0,0.0,0.0,76.0,0.0,0.0,61.2,0.046,0.64,0.0,14.0,0.0,109.0,564.0,25.0,1036.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264,0.179,3.175,0.0,0.28300000000000003,4.0,0.61,43.0,0.0,0.6,0.6,0.24,0.0,0.0,GOOD
3065,Sausages and Luncheon Meats,luncheon meat  pork with ham  minced  canned  includes spam (hormel),315.0,51.7,13.4,4.6,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,9.987,0.0,0.0,0.0,71.0,0.0,0.0,68.5,0.051,0.64,0.0,14.0,0.0,151.0,409.0,22.9,1411.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.17600000000000002,3.53,0.0,0.218,3.0,0.45,0.0,0.0,0.6,0.6,0.42,0.0,0.0,
3066,Sausages and Luncheon Meats,luncheon meat  pork and chicken  minced  canned  includes spam lite,196.0,65.72,15.23,1.35,13.9,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,4.5139999999999985,0.0,0.0,0.0,75.0,0.0,39.0,64.3,0.1,1.4,0.0,18.0,0.0,109.0,461.0,27.0,1032.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.21,3.45,0.0,0.28300000000000003,4.0,0.61,38.5,0.0,0.6,0.6,0.24,0.0,0.0,GOOD
3067,Sausages and Luncheon Meats,bratwurst  veal  cooked,341.0,53.51,13.99,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,14.94,0.0,0.0,0.0,79.0,0.0,11.0,0.0,0.081,0.74,0.0,16.0,0.049,150.0,231.0,19.2,60.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.192,5.43,0.958,0.307,9.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3068,Sausages and Luncheon Meats,liverwurst spread,305.0,53.53,12.38,5.89,25.45,1.65,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.75,0.0,0.0,9.925,0.0,0.0,0.0,118.0,0.0,22.0,0.0,0.24,8.85,0.0,12.0,0.155,230.0,170.0,58.0,700.0,2.3,4091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13636.0,0.272,1.03,4.3,2.95,0.19,30.0,13.46,3.5,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3069,Sausages and Luncheon Meats,roast beef spread,223.0,61.7,15.27,3.73,16.28,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,3.02,0.0,0.0,6.4,0.0,0.0,0.0,70.0,0.0,23.0,0.0,0.101,2.06,0.0,24.0,0.0,116.0,259.0,22.6,724.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.23,4.2,0.0,0.15,8.0,2.38,0.2,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3070,Sausages and Luncheon Meats,salami  pork  beef  less sodium,396.0,33.74,15.01,15.38,30.5,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.37,0.0,0.0,10.58,0.0,0.0,0.0,90.0,0.0,94.0,0.0,0.08800000000000001,1.55,0.0,31.0,0.057,272.0,1372.0,14.6,623.0,3.08,4.0,0.0,0.0,0.0,0.0,0.0,41.2,0.0,0.0,0.0,12.0,0.738,0.336,4.803,0.86,0.489,8.0,1.76,0.7,0.0,0.0,0.8,0.0,0.0,0.0,GOOD
3071,Sausages and Luncheon Meats,sausage  italian  sweet  links,149.0,71.6,16.13,2.1,8.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,3.257,0.0,0.0,0.0,30.0,0.0,25.0,0.0,0.04,1.19,0.0,12.0,0.006999999999999999,103.0,194.0,10.8,570.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.172,0.125,1.736,0.277,0.187,4.0,1.04,0.2,0.0,0.0,0.0,0.0,0.0,0.0,
3072,Sausages and Luncheon Meats,sausage  polish  beef with chicken  hot,259.0,55.2,17.6,3.6,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,8.01,0.0,0.0,0.0,66.0,0.0,12.0,0.0,0.09,0.88,0.0,14.0,0.049,136.0,237.0,17.7,1540.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.14800000000000002,3.443,0.45,0.19,2.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3073,Sausages and Luncheon Meats,sausage  polish  pork and beef  smoked,301.0,56.58,12.07,1.98,26.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,9.207,0.0,0.0,0.0,71.0,0.0,7.0,0.0,0.06,1.0,0.0,12.0,0.037000000000000005,107.0,189.0,13.1,848.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.17,3.227,0.44,0.17,4.0,1.51,0.0,0.0,0.0,1.1,0.0,0.0,0.0,GOOD
3074,Sausages and Luncheon Meats,sausage  pork and beef  with cheddar cheese  smoked,296.0,56.11,12.89,2.13,25.84,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,9.482,0.0,0.0,0.0,63.0,0.0,57.0,0.0,0.07,0.73,0.0,13.0,0.032,178.0,206.0,7.5,848.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.16,2.9,0.76,0.13,3.0,1.73,0.0,0.0,0.0,0.3,0.0,0.0,0.0,BAD
3075,Sausages and Luncheon Meats,sausage  summer  pork and beef  sticks  with cheddar cheese,426.0,36.2,19.43,1.82,37.91,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,4.83,0.0,0.0,10.47,0.0,0.0,0.0,89.0,0.0,81.0,0.0,0.07,2.26,0.0,13.0,0.032,178.0,206.0,7.5,1483.0,2.25,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0,0.249,0.16,2.9,0.76,0.13,7.0,1.73,0.0,0.0,0.0,0.3,0.0,0.0,0.0,BAD
3076,Sausages and Luncheon Meats,sausage  turkey  breakfast links  mild,235.0,63.12,15.42,1.56,18.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,3.839,0.0,0.0,0.0,160.0,0.0,32.0,33.9,0.111,1.07,0.0,16.0,0.0,155.0,229.0,0.0,639.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.165,3.692,0.0,0.208,4.0,0.79,0.5,0.0,0.4,0.4,0.19,0.0,0.0,GOOD
3077,Sausages and Luncheon Meats,swisswurst  pork and beef  with swiss cheese  smoked,307.0,55.31,12.69,1.6,27.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,74.0,0.0,0.07,0.72,0.0,13.0,0.032,178.0,206.0,7.5,827.0,2.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.249,0.16,2.9,0.76,0.13,3.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
3078,Sausages and Luncheon Meats,bacon and beef sticks,517.0,21.6,29.1,0.8,44.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,16.0,0.0,0.0,0.0,102.0,0.0,14.0,0.0,0.08,1.86,0.0,17.0,0.038,142.0,385.0,26.1,1420.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.285,4.867,1.06,0.5,2.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3079,Sausages and Luncheon Meats,bratwurst  beef and pork  smoked,297.0,56.65,12.2,2.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,6.08,0.0,0.0,0.0,78.0,0.0,7.0,0.0,0.08,1.0,0.0,15.0,0.041,130.0,283.0,14.1,848.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.213,3.11,0.69,0.2,4.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3080,Sausages and Luncheon Meats,bratwurst  chicken  cooked,176.0,70.28,19.44,0.0,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,11.0,0.0,0.05,0.87,0.0,23.0,0.0,160.0,211.0,0.0,72.0,1.43,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.067,0.133,7.551,0.964,0.385,6.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3081,Sausages and Luncheon Meats,bratwurst  pork  beef and turkey  lite  smoked,186.0,65.89,14.45,1.62,13.53,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,14.0,0.0,0.063,0.94,0.0,14.0,0.015,132.0,246.0,20.2,982.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.166,1.847,0.413,0.213,5.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
3082,Sausages and Luncheon Meats,pastrami  beef  98% fat free,95.0,74.3,19.6,1.54,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,0.0,0.079,2.78,0.0,18.0,0.013,150.0,228.0,10.4,1010.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.17,5.065,0.3,0.18,7.0,1.76,34.6,0.0,0.0,0.0,0.0,0.0,0.0,GOOD
