,Group,Name,Calories,Water,Protein,Carbohydrates,Fat,Sugar,Sucrose,Glucose,Fructose,Lactose,Maletose,Starch,Fiber,Polyols,Ash,Alcohol,Organic_Acids,Saturated_Fat,Fat_Mono.,Fat_Poly.,DHA,Cholesterol,Salt,Calcium,Choline,Cupper,Iron,Iodine,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Sodium,Zinc,Retinol,Alpha_Carotene,Beta_Carotene,Caffeine,Theobromine,Galactose,Fluoride,Beta_Cryptoxanthin,Lycopene,Lutein&Zeaxathin,Vitamin A,Vitamin_B1,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_B9,Vitamin_B12,Vitamin_C,Vitamin_D2,Vitamin_D3,Vitamin_D,Vitamin_E,Vitamin_K1,Vitamin_K2,ME_CLASSIFIED
1842,cheese,soft ripened cheese with bloomy rind (camembert type cheese),359.0,46.7,17.5,0.01,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.18,523.0,0.0,0.0,0.0,0.0,23.0,0.0,354.0,69.0,0.0,470.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,BAD
1843,cheese,camembert cheese  from cow's milk  from milk,267.0,55.9,20.7,0.01,20.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.98,14.1,4.26,0.4,0.01,64.6,1.45,380.0,981.0,0.02,0.09,20.0,18.0,0.03,370.0,160.0,20.0,580.0,2.8,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.6,10.9,0.44,0.26,88.0,1.61,0.0,0.0,0.0,0.25,0.46,3.1,0.0,BAD
1844,cheese,soft ripened cheese  double cream  around 30% fat,304.0,51.2,10.2,0.01,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,18.5,8.48,0.89,0.0,79.5,1.28,200.0,789.0,0.1,0.3,13.8,6.0,0.1,160.0,112.0,3.5,511.0,0.54,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.2,0.1,0.27,0.055,13.0,0.22,0.0,0.0,0.0,0.31,0.8,0.0,0.0,BAD
1845,cheese,soft ripened round cheese with bloomy rind  5 to 11% fat  camembert type cheese  reduced fat,197.0,60.7,24.9,0.01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,7.12,2.96,0.31,0.0,36.0,3.24,720.0,0.0,0.07,0.18,13.8,20.0,0.048,370.0,187.0,8.5,1300.0,2.38,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.45,1.8,1.36,0.25,62.0,1.13,0.0,0.0,0.0,0.14,0.28,0.0,0.0,BAD
1846,cheese,coulommiers cheese  from cow's milk,279.0,56.0,18.8,0.01,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,15.8,6.11,0.68,0.0,85.0,1.37,400.0,0.0,0.07,0.23,28.0,21.7,0.01,185.0,165.0,5.0,534.0,3.28,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,BAD
1847,cheese,brie cheese  from cow's milk,297.0,52.5,17.3,0.01,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,16.3,7.78,0.82,0.0,95.8,1.51,424.0,1020.0,0.045,0.36,13.8,20.0,0.1,282.0,145.0,6.41,599.0,2.38,204.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.43,0.38,0.69,0.24,77.7,0.76,0.0,0.0,0.0,0.39,0.47,2.3,0.0,BAD
1848,cheese,brie de meaux cheese  from cow's milk,271.0,53.4,21.4,0.01,20.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.33,14.5,4.25,0.48,0.01,83.6,2.02,310.0,1320.0,0.01,0.15,50.0,15.0,0.02,310.0,120.0,20.0,806.0,2.3,153.0,0.0,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.58,0.0,0.36,0.094,115.0,1.28,0.5,0.0,0.0,0.25,0.44,0.8,0.0,BAD
1849,cheese,carré de l'est cheese  from cow's milk,327.0,0.0,21.4,0.01,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.58,450.0,0.0,0.06,0.0,21.0,20.0,0.02,350.0,140.0,5.0,630.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1850,cheese,chaource cheese  from cow's milk,276.0,56.0,17.3,0.01,22.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.68,15.8,4.84,0.63,0.01,83.0,1.9,110.0,1170.0,0.03,0.06,20.0,12.0,0.03,220.0,130.0,20.0,760.0,0.56,236.0,0.0,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.53,0.0,0.36,0.2,63.2,1.6,0.5,0.0,0.0,0.25,0.59,0.89,0.0,BAD
1851,cheese,"maroilles ""laitier"" cheese",338.0,45.9,22.3,0.01,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,17.5,6.27,0.72,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1852,cheese,"maroilles ""fermier"" cheese",349.0,45.6,21.2,0.01,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,17.3,6.87,1.04,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1853,cheese,neufchâtel cheese  from cow's milk,287.0,54.8,18.5,0.01,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,20.0,2.26,0.29,0.023,84.0,1.87,74.5,1190.0,0.02,0.07,32.0,9.17,0.01,198.0,117.0,50.0,748.0,0.55,186.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.5,1.36,0.18,0.32,94.5,0.65,0.0,0.0,0.0,0.3,0.4,1.95,0.0,BAD
1854,cheese,soft ripened cheese  triple cream  around 40% fat,376.0,49.4,9.89,0.01,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,25.1,10.6,0.91,0.0,122.0,1.09,230.0,0.0,0.07,0.3,13.8,6.0,0.035,140.0,119.0,3.2,436.0,0.54,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.2,0.1,0.27,0.055,13.0,0.22,0.0,0.0,0.0,0.36,0.94,0.0,0.0,BAD
1855,cheese,soft ripened cheese  washed rind (average),319.0,50.0,20.6,0.0,26.4,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,17.0,6.98,0.95,0.0,0.0,1.57,534.0,0.0,0.0,0.0,0.0,22.4,0.0,396.0,113.0,0.0,614.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.69,0.0,0.0,0.0,BAD
1856,cheese,soft ripened washed rind cheese  reduced fat  around 13% fat,198.0,59.9,21.6,0.01,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,8.08,3.76,0.47,0.0,43.0,1.63,420.0,0.0,0.0,0.0,31.5,19.0,0.0,268.0,94.0,0.0,650.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,15.0,0.0,0.0,0.0,BAD
1857,cheese,maroilles cheese  from cow's milk,325.0,48.3,21.9,0.01,26.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.61,18.1,5.8,0.55,0.01,103.0,2.09,580.0,1390.0,0.03,0.09,20.0,23.0,0.02,410.0,100.0,20.0,834.0,2.8,222.0,0.0,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.34,0.53,0.99,0.026000000000000002,144.0,2.57,0.5,0.0,0.0,0.25,0.57,0.96,0.0,BAD
1858,cheese,livarot cheese  from cow's milk,301.0,48.9,24.6,0.01,22.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.46,15.3,4.7,0.54,0.01,77.3,1.5,730.0,958.0,0.03,0.07,30.0,26.0,0.02,470.0,94.0,20.0,601.0,3.1,168.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.55,0.1,1.16,0.12,140.0,1.68,0.5,0.0,0.0,0.25,0.57,1.02,0.0,BAD
1859,cheese,époisses cheese  from cow's milk,290.0,55.6,17.8,0.01,24.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,2.36,0.0,0.0,17.1,5.62,0.48,0.023,80.5,1.76,120.0,1170.0,0.02,0.21,21.0,10.0,0.01,220.0,140.0,20.0,702.0,0.5,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,1.24,0.57,1.1,0.18,0.0,1.7,0.0,0.0,0.0,0.25,0.64,1.73,0.0,BAD
1860,cheese,munster cheese  from cow's milk,344.0,49.4,21.2,0.01,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,0.0,18.8,8.54,0.82,0.0,96.0,1.78,717.0,0.0,0.031,0.41,30.4,27.0,0.008,468.0,134.0,4.32,670.0,2.81,297.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.32,0.1,0.19,0.055999999999999994,12.0,1.47,0.0,0.0,0.0,0.6,0.26,2.5,0.0,BAD
1861,cheese,pont l'evêque cheese  from cow's milk,326.0,47.9,22.7,0.01,26.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.38,18.2,5.08,0.6,0.01,84.7,1.3,660.0,886.0,0.03,0.07,30.0,24.0,0.02,430.0,110.0,20.0,520.0,2.8,191.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.49,0.1,0.88,0.13,88.9,1.74,0.5,0.0,0.0,0.25,0.46,1.82,0.0,BAD
1862,cheese,reblochon cheese  from cow's milk,326.0,49.1,20.4,0.01,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,18.8,5.77,1.04,0.0,89.9,1.27,471.0,0.0,0.11,0.32,19.4,20.2,0.0,322.0,104.0,5.1,509.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1863,cheese,soft ripened washed rind cheese  from pasteurised milk (vieux pané type cheese),308.0,50.1,20.4,0.01,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,15.6,7.17,1.19,0.0,0.0,1.35,450.0,0.0,0.0,0.0,0.0,18.1,0.0,357.0,99.3,0.0,539.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.95,0.0,0.0,0.0,BAD
1864,cheese,saint marcellin cheese  from cow's milk,280.0,58.3,15.1,0.01,24.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.69,18.1,3.86,0.47,0.01,93.4,1.08,140.0,783.0,0.04,0.05,20.0,12.0,0.01,210.0,180.0,20.0,433.0,0.54,192.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.91,1.53,2.49,0.53,93.4,1.83,0.5,0.0,0.0,0.25,0.61,2.15,0.0,BAD
1865,cheese,soft  ripened washed  bloomy and coloured rind cheese,332.0,47.8,18.2,0.01,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,7.84,1.11,0.0,68.0,0.0,450.0,920.0,0.0,0.2,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,40.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1866,cheese,vacherin cheese or mont d'or cheese  from cow's milk,302.0,52.9,18.9,0.01,25.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,16.3,6.5,1.21,0.0,0.0,1.38,491.0,0.0,0.07,0.0,30.0,30.0,0.02,430.0,120.0,5.8,523.0,8.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1867,cheese,cheese  from goat's milk  from milk,324.0,49.7,20.7,0.01,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,18.7,5.54,0.86,0.0,107.0,1.28,123.0,895.0,0.057,0.31,31.0,16.2,0.0,208.0,230.0,10.9,513.0,0.56,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.89,1.43,1.3,0.25,84.2,0.0,0.0,0.0,0.0,0.5,0.53,0.0,0.0,BAD
1868,cheese,cheese  from goat's milk  from pasteurised milk,300.0,52.8,19.8,0.01,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,16.9,5.26,0.84,0.0,98.5,1.23,107.0,984.0,0.1,0.22,30.0,12.7,0.0,183.0,260.0,10.6,490.0,0.61,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.5,1.06,0.57,0.16,76.6,0.0,0.0,0.0,0.0,0.5,0.32,0.0,0.0,BAD
1869,cheese,cheese  from goat's milk,315.0,50.3,20.4,0.01,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,18.0,5.44,0.86,0.0,104.0,1.69,117.0,1030.0,0.055,0.28,30.6,14.9,0.0,199.0,161.0,10.8,505.0,0.58,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.74,1.3,1.03,0.22,81.5,0.0,0.0,0.0,0.0,0.5,0.45,0.0,0.0,BAD
1870,cheese,goat cheese from milk,294.0,53.4,19.6,0.01,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,18.7,3.96,0.76,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1871,cheese,cheese  semi dry  from goat's milk,353.0,45.5,21.6,0.01,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,20.6,6.81,0.71,0.0,79.0,1.81,145.0,1100.0,0.068,1.62,69.5,18.2,0.036000000000000004,375.0,165.0,8.85,471.0,0.64,401.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07200000000000001,0.68,1.15,0.19,0.06,2.0,0.22,0.0,0.0,0.0,0.5,0.26,2.5,0.0,BAD
1872,cheese,cheese  buche  from goat's milk,292.0,52.2,19.3,0.01,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,16.3,5.22,0.83,0.0,95.9,1.71,107.0,1040.0,0.1,0.22,30.0,12.7,0.0,183.0,167.0,10.1,495.0,0.61,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.47,1.05,0.52,0.16,76.4,0.0,0.0,0.0,0.0,0.5,0.29,0.0,0.0,BAD
1873,cheese,soft ripened cheese  from goat's milk  from pasteurised milk,279.0,54.7,19.3,0.01,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,17.4,4.25,0.7,0.0,78.0,1.56,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1874,cheese,soft ripened cheese with bloomy rind  from goat's milk  camembert type cheese,292.0,51.7,19.9,0.01,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0,16.0,5.14,0.85,0.0,91.8,1.0,534.0,764.0,0.1,0.32,26.7,32.0,0.01,326.0,153.0,10.7,400.0,2.4,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.4,0.8,0.35,0.2,60.8,2.0,0.01,0.0,0.0,0.5,0.4,0.0,0.0,BAD
1875,cheese,chabichou cheese  from goat's milk,294.0,50.4,20.5,0.01,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,17.1,4.06,0.78,0.0,97.3,1.85,104.0,1110.0,0.1,0.35,30.0,14.1,0.0,194.0,238.0,11.5,742.0,0.52,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.82,1.61,0.51,0.23,46.0,0.0,0.0,0.0,0.0,0.5,0.31,0.0,0.0,BAD
1876,cheese,pélardon cheese  from goat's milk,343.0,43.6,23.8,0.01,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,18.6,6.05,1.05,0.0,117.0,1.43,147.0,909.0,0.1,0.37,30.0,20.5,0.0,242.0,0.0,9.5,572.0,0.57,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.01,1.28,1.2,0.28,95.5,0.0,0.0,0.0,0.0,0.5,0.58,0.0,0.0,BAD
1877,cheese,crottin cheese  from goat's milk,340.0,0.0,22.4,0.01,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,19.6,5.5,0.91,0.0,111.0,1.17,107.0,959.0,0.1,0.22,30.0,12.7,0.0,186.0,238.0,13.0,467.0,0.59,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.65,1.12,0.79,0.16,77.5,0.1,0.0,0.0,0.0,0.5,0.44,0.0,0.0,BAD
1878,cheese,crottin de chavignol cheese  from goat's milk,296.0,50.8,19.7,0.01,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,16.2,5.55,0.9,0.0,92.9,1.3,147.0,905.0,0.1,0.28,30.0,17.2,0.0,207.0,300.0,11.0,518.0,0.83,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.88,1.3,2.15,0.25,89.5,0.0,0.0,0.0,0.0,0.5,0.54,0.0,0.0,BAD
1879,cheese,picodon cheese  from goat's milk,315.0,49.4,20.7,0.01,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,19.2,4.25,0.87,0.0,137.0,1.25,126.0,1230.0,0.1,0.28,20.0,16.9,0.0,203.0,0.0,13.0,500.0,0.67,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.78,1.24,1.23,0.14,80.0,0.0,0.0,0.0,0.0,0.5,0.44,0.0,0.0,BAD
1880,cheese,pouligny saint pierre cheese  from goat's milk,294.0,52.7,18.9,0.01,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,16.8,5.4,0.8,0.0,99.7,1.08,100.0,702.0,0.1,0.33,30.0,14.8,0.0,189.0,0.0,14.0,432.0,0.53,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.86,1.8,1.24,0.17,108.0,0.0,0.0,0.0,0.0,0.5,0.29,0.0,0.0,BAD
1881,cheese,sainte maure cheese  from goat's milk,357.0,42.9,22.1,0.01,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,18.4,8.14,1.1,0.0,122.0,1.81,122.0,1100.0,0.1,0.3,40.0,14.5,0.0,233.0,168.0,10.5,543.0,0.62,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9,1.25,1.04,0.19,80.2,0.1,0.0,0.0,0.0,0.5,0.41,0.0,0.0,BAD
1882,cheese,selles sur cher cheese  from goat's milk,291.0,53.1,19.2,0.01,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,18.0,3.66,0.76,0.0,0.0,1.4,167.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,BAD
1883,cheese,rocamadour cheese  from goat's milk,279.0,57.3,18.6,0.01,22.9,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,17.5,4.26,0.73,0.0074,65.5,1.11,102.0,710.0,0.1,0.2,30.0,13.8,0.0,197.0,160.0,8.0,373.0,0.37,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.79,1.8,1.4,0.31,80.0,0.0,0.0,0.0,0.0,0.5,0.39,0.0,0.0,BAD
1884,cheese,valençay cheese  from goat's milk,306.0,51.8,19.3,0.01,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,18.0,5.0,0.91,0.0,85.0,1.32,120.0,1100.0,0.1,0.19,40.0,15.3,0.0,181.0,150.0,9.0,509.0,0.55,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.64,1.12,0.95,0.11,84.8,0.0,0.0,0.0,0.0,0.5,0.32,0.0,0.0,BAD
1885,cheese,roquefort cheese  from ewe's milk,358.0,43.8,19.6,0.01,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44,0.0,0.9,22.4,6.1,1.3,0.0,74.7,3.7,660.0,2600.0,0.024,0.1,51.2,31.9,0.019,392.0,115.0,10.0,1480.0,1.83,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.67,0.73,0.62,0.081,29.1,0.57,0.0,0.0,0.0,0.0,0.12,0.0,0.0,BAD
1886,cheese,fourme de montbrison cheese,365.0,42.8,22.5,0.01,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,20.5,7.28,1.04,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1887,cheese,auvergne blue cheese  from cow's milk,343.0,44.1,22.4,0.01,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,19.0,6.95,0.81,0.0,59.0,2.85,551.0,1730.0,0.07,0.3,27.1,18.1,0.1,301.0,126.0,3.73,1050.0,2.69,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.66,0.0,54.8,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1888,cheese,fourme d'ambert cheese  from cow's milk,326.0,50.0,19.9,0.01,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,18.0,6.67,0.77,0.0,97.0,2.2,442.0,0.0,0.11,0.36,27.0,16.0,0.02,1040.0,111.0,3.7,862.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1889,cheese,causses blue cheese  from cow's milk,350.0,45.2,20.4,0.01,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,19.0,7.07,0.82,0.0,103.0,3.3,582.0,2000.0,0.0,0.0,27.0,35.0,0.0,400.0,132.0,0.0,1300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
1890,cheese,gorgonzola cheese  from cow's milk,312.0,51.1,19.0,0.01,26.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,16.9,7.28,0.75,0.012,81.1,1.77,390.0,1180.0,0.02,0.08,70.0,18.0,0.01,310.0,110.0,20.0,710.0,2.1,286.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.32,2.93,0.81,0.13,41.2,0.73,0.5,0.0,0.0,0.24,0.16,0.9,0.0,BAD
1891,cheese,gex blue cheese  or jura blue cheese or septmoncel blue cheese  from cow's milk,364.0,43.6,22.5,0.01,30.7,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,20.2,7.61,1.19,0.0,0.0,1.44,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAD
