,Group,Name,Calories,Water,Protein,Carbohydrates,Fat,Sugar,Sucrose,Glucose,Fructose,Lactose,Maletose,Starch,Fiber,Polyols,Ash,Alcohol,Organic_Acids,Saturated_Fat,Fat_Mono.,Fat_Poly.,DHA,Cholesterol,Salt,Calcium,Choline,Cupper,Iron,Iodine,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Sodium,Zinc,Retinol,Alpha_Carotene,Beta_Carotene,Caffeine,Theobromine,Galactose,Fluoride,Beta_Cryptoxanthin,Lycopene,Lutein&Zeaxathin,Vitamin A,Vitamin_B1,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_B9,Vitamin_B12,Vitamin_C,Vitamin_D2,Vitamin_D3,Vitamin_D,Vitamin_E,Vitamin_K1,Vitamin_K2
12,mixed salads,coleslaw w sauce prepacked,105.0,80.4,0.94,5.78,8.1,4.72,0.0,0.0,0.0,0.0,0.0,0.35,3.0,1.06,1.45,0.0,0.34,0.63,4.83,2.2,0.01,0.0,0.88,39.0,556.0,0.03,1.3,20.0,9.3,0.26,29.0,210.0,20.0,353.0,0.27,0.0,0.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.01,0.1,0.21,0.09300000000000001,14.6,0.0,21.6,0.0,0.0,0.25,2.21,23.0,0.0
18,soup,soup leek and potato prepacked to be reheated,37.1,90.8,0.79,4.46,1.51,0.81,0.0,0.0,0.0,0.0,0.0,3.2,1.28,0.0,0.97,0.0,0.01,0.6,0.53,0.27,0.01,4.73,0.73,16.0,450.0,0.02,0.17,20.0,5.6,0.04,16.0,94.0,20.0,290.0,0.13,21.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.23,0.14,0.23,29.3,0.045,7.95,0.0,0.0,0.0,0.28,9.13,0.0
23,soup,soup chorba frik w meat and frik,62.9,85.1,3.75,5.4,2.5,0.9,0.0,0.0,0.0,0.0,0.0,3.9,1.9,0.0,1.2,0.0,0.01,0.0,0.0,0.0,0.0,11.0,0.84,19.0,0.0,0.07,0.97,2.0,17.0,0.31,54.0,157.0,1.4,337.0,0.84,4.4,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.96,0.18,0.07,16.0,0.11,3.2,0.0,0.0,0.02,0.6,0.0,0.0
26,soup,soup  asian style with noodles  dehydrated and reconstituted,29.8,93.3,0.97,5.25,0.44,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.96,0.0,0.01,0.17,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,soup,soup moroccan dehydrated and reconstituted,34.3,90.0,1.2,5.77,0.55,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,1.08,0.0,0.01,0.23,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,soup,soup leek and potato dehydrated and reconstituted,26.1,92.8,0.63,4.84,0.41,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.8,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0.72,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.023,0.0,292.0,0.0,10.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.8,0.27,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
39,soup,soup  asian style with noodles  prepacked  to be reheated,22.3,0.0,0.7,3.4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.9,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,soup,soup gazpacho cold,32.8,91.1,0.65,3.38,1.62,2.32,0.0,0.0,0.0,0.0,0.0,0.35,1.04,0.0,1.13,0.0,0.01,0.27,0.0,0.16,0.01,0.0,0.75,11.0,468.0,0.04,0.11,20.0,8.9,0.06,25.0,210.0,20.0,293.0,0.1,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.56,0.09300000000000001,0.040999999999999995,5.0,0.0,1.98,0.0,0.0,0.25,1.31,52.6,0.0
45,soup,soup (average),37.3,90.8,1.22,4.51,1.37,1.62,0.0,0.0,0.0,0.0,0.0,2.07,1.03,0.0,1.04,0.0,0.0,0.58,0.54,0.18,0.01,7.22,0.75,26.8,454.0,0.039,0.26,16.0,7.03,0.061,24.0,108.0,9.39,296.0,0.17,14.8,0.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.036000000000000004,0.47,0.22,0.11,15.9,0.22,5.19,0.0,0.0,0.0,0.48,6.87,0.0
52,dishes,duck with sauce (green pepper sauce  hunter style sauce etc ),145.0,0.0,9.55,10.2,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,dishes,cockerel in red wine sauce,133.0,0.0,13.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.35,0.0,0.0,1.0,3.87,1.75,0.0,65.0,1.05,14.0,0.0,0.03,1.3,3.3,16.0,0.14,128.0,145.0,0.11,420.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.19,3.7,0.74,0.17,31.0,1.4,1.5,0.0,0.0,0.04,0.48,0.0,0.0
57,dishes,meat in sauce (average),107.0,76.8,11.2,4.75,4.55,1.34,0.0,0.0,0.0,0.0,0.0,1.71,1.05,0.0,1.34,0.0,0.41,1.77,1.47,0.62,0.005,53.5,0.88,16.3,473.0,0.055,1.16,6.5,13.7,0.067,149.0,198.0,5.5,352.0,2.46,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.077,2.49,0.4,0.17,15.1,0.76,1.19,0.0,0.0,0.25,0.73,0.0,0.0
62,dishes,pork with caramel sauce,135.0,70.7,10.0,11.4,5.4,7.9,0.0,0.0,0.0,0.0,0.0,1.3,0.7,0.0,1.84,0.0,0.0,1.44,2.2,1.27,0.01,29.0,1.34,9.9,805.0,0.04,0.49,20.0,12.0,0.11,94.0,160.0,20.0,536.0,1.1,21.0,0.0,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.034,1.93,0.31,0.094,9.1,0.27,0.5,0.0,0.0,0.25,0.62,1.5,0.0
66,dishes,yakitori (grilled meat on skewers  japanese style  with sauce),172.0,58.8,26.0,9.28,3.3,6.6,0.0,0.0,0.0,0.0,0.0,1.3,0.6,0.0,2.02,0.0,0.0,1.2,1.18,0.78,0.01,86.6,1.19,9.8,706.0,0.06,0.61,20.0,31.0,0.15,220.0,340.0,20.0,475.0,1.5,21.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.042,7.69,1.36,0.25,31.8,0.41,0.0,0.0,0.0,0.25,0.5,0.8,0.0
76,dishes,white bean stew canned,129.0,70.6,8.06,9.41,5.77,1.06,0.0,0.0,0.0,0.0,0.0,7.3,3.55,0.0,1.63,0.0,0.0,2.07,2.63,0.8,0.0,21.3,0.97,45.7,495.0,0.14,1.23,6.0,34.8,0.22,107.0,289.0,10.0,388.0,0.88,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.057,1.25,0.16,0.091,30.0,0.12,2.94,0.0,0.0,0.5,0.18,0.0,0.0
82,dishes,white bean stew with pork canned,132.0,71.1,8.3,8.6,6.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.67,0.0,0.0,2.2,0.0,0.0,0.0,0.0,1.1,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,dishes,white bean stew with duck or goose canned,161.0,68.6,10.5,10.1,7.86,1.09,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,1.6,0.0,0.0,2.43,2.61,0.88,0.01,0.0,1.05,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,dishes,chili con carne,118.0,74.2,7.13,13.0,3.35,2.58,0.0,0.0,0.0,0.0,0.0,4.6,3.56,0.0,1.8,0.0,0.0,1.13,1.39,0.32,0.005,14.6,0.93,32.8,631.0,0.15,1.6,2.0,27.3,0.2,78.5,282.0,0.0,371.0,1.2,2.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000001,0.068,1.25,0.16,0.15,44.0,0.35,2.25,0.0,0.0,0.5,0.88,4.6,0.0
87,dishes,moussaka,147.0,76.0,5.82,5.16,10.8,3.01,0.0,0.0,0.0,0.0,0.0,0.9,2.84,0.0,1.74,0.0,0.0,3.37,3.25,2.27,0.0,31.0,0.97,16.0,0.0,0.06,0.62,5.2,22.0,0.06,150.0,576.0,1.4,393.0,0.47,37.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,1.3,0.33,0.09,10.0,0.6,3.1,0.0,0.0,0.2,0.46,0.0,0.0
89,dishes,mutton tagine,132.0,73.0,12.8,4.5,6.83,2.4,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.0,1.5,0.0,0.0,2.73,3.25,0.52,0.0,57.8,0.99,5.1,583.0,0.1,1.6,2.0,14.7,0.1,102.0,211.0,1.0,394.0,3.0,4.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,2.95,0.23,0.19,24.0,1.65,0.5,0.0,0.0,0.5,0.71,0.0,0.0
90,dishes,osso buco,102.0,77.4,12.5,3.5,4.06,1.1,0.0,0.0,0.0,0.0,0.0,2.3,0.6,0.0,1.9,0.0,0.0,0.8,2.62,0.39,0.0,26.0,1.47,13.7,0.0,0.057,0.6,3.3,18.4,0.066,97.4,234.0,3.24,586.0,1.26,0.0,0.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.12,3.48,0.25,0.19,11.0,0.38,2.4,0.0,0.0,0.0,0.53,0.0,0.0
115,dishes,paëlla,148.0,66.9,7.86,17.1,4.9,1.2,0.0,0.0,0.0,0.0,0.0,15.1,1.85,0.0,1.26,0.0,0.0,1.28,1.08,0.55,0.02,22.8,0.87,38.7,482.0,0.11,0.69,4.0,25.4,0.13,90.0,148.0,10.0,343.0,0.68,5.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.45,2.6,0.42,0.12,18.8,1.1,1.95,0.0,0.0,0.5,1.3,0.0,0.0
127,dishes,tofu plain,99.8,81.4,9.91,1.78,5.32,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.98,0.0,0.0,0.66,1.01,2.58,0.0,0.0,0.35,80.2,0.0,0.23,2.9,2.0,134.0,0.89,143.0,170.0,10.0,139.0,1.66,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.063,0.22,0.092,0.059000000000000004,18.5,0.0,0.1,0.0,0.0,0.0,0.6,4.6,0.0
130,dishes,ratatouille cooked,54.5,88.0,1.22,4.32,3.15,3.91,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,1.29,0.0,0.0,0.47,2.08,0.46,0.01,0.07,0.94,16.4,0.0,0.07400000000000001,0.38,3.0,18.6,0.13,22.0,295.0,10.0,369.0,0.17,10.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.56,0.0,0.04,18.0,0.0,25.2,0.0,0.0,0.0,1.56,0.0,0.0
132,dishes,eggplant au gratin (oven grilled),112.0,80.9,1.95,5.22,8.68,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.9,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,dishes,cauliflower au gratin (oven grilled),96.3,82.1,3.0,5.8,6.5,1.3,0.0,0.0,0.0,0.0,0.0,3.6,1.3,0.0,1.33,0.0,0.0,4.0,1.31,0.16,0.0,15.3,1.07,96.6,425.0,0.12,0.27,0.0,10.7,0.1,0.0,147.0,0.0,420.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,dishes,falafel,252.0,48.0,8.25,18.7,14.4,1.4,0.0,0.0,0.0,0.0,0.0,11.9,7.7,0.9,2.66,0.0,0.33,1.5,6.4,5.83,0.01,1.95,1.6,57.0,689.0,0.3,2.1,20.0,51.0,0.93,180.0,390.0,20.0,640.0,1.3,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.01,0.1,0.43,0.17,105.0,0.0,0.5,0.0,0.0,0.25,6.9,10.0,0.0
146,dishes,ravioli filled with meat in tomato sauce canned,89.8,79.1,4.22,11.1,2.83,2.23,0.0,0.0,0.0,0.0,0.0,7.4,1.41,0.0,1.31,0.0,0.0,1.14,1.21,0.48,0.0056,41.4,0.96,25.3,542.0,0.07400000000000001,1.09,5.5,13.8,0.24,60.9,169.0,2.2,382.0,0.49,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.27,1.25,0.4,0.15,3.0,0.01,1.22,0.0,0.0,0.14,0.32,0.0,0.0
147,dishes,lasagna or cannelloni with meat (bolognese sauce),118.0,75.2,6.29,9.48,5.72,2.84,0.0,0.0,0.0,0.0,0.0,6.64,1.91,0.0,1.37,0.0,0.0,2.55,1.51,0.75,0.0,41.0,0.97,44.8,0.0,0.12,0.71,10.0,21.0,0.21,92.0,194.0,10.0,385.0,0.78,10.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,1.26,0.31,0.13,12.8,0.6,3.0,0.0,0.0,0.2,0.5,0.0,0.0
149,dishes,cantonese rice,164.0,62.9,5.46,23.6,4.94,1.28,0.0,0.0,0.0,0.0,0.0,18.4,1.74,0.0,1.33,0.0,0.0,0.75,1.34,1.76,0.0,15.8,0.86,16.7,592.0,0.1,0.4,2.0,8.47,0.1,60.6,78.0,1.18,361.0,0.5,4.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.051,1.1,0.18,0.085,33.0,0.14,0.97,0.0,0.0,0.5,0.91,0.0,0.0
167,dishes,vine leaf stuffed wih rice or dolmas drained,150.0,67.6,2.5,18.6,6.5,0.8,0.0,0.0,0.0,0.0,0.0,17.8,2.6,0.5,1.8,0.0,0.43,0.85,2.1,3.24,0.01,0.0,1.34,70.0,873.0,0.15,1.1,20.0,14.0,0.39,42.0,110.0,20.0,534.0,0.36,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.01,0.1,0.12,0.042,19.9,0.0,0.5,0.0,0.0,0.25,2.48,64.7,0.0
178,pizzas. crepe and pies,crepe filled with ham,161.0,0.0,6.33,24.3,4.0,2.47,0.0,0.0,0.0,0.0,0.0,21.8,1.2,0.0,2.5,0.0,0.01,0.95,1.72,1.1,0.0021,30.0,1.04,41.0,0.0,0.1,0.73,5.0,16.9,0.22,74.6,220.0,0.0,236.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,pizzas. crepe and pies,provencal style tart,243.0,54.3,5.44,20.6,14.3,3.23,0.0,0.0,0.0,0.0,0.0,17.1,5.3,0.0,1.23,0.0,0.01,4.15,5.39,1.75,0.0,45.4,0.8,62.5,633.0,0.1,0.63,8.7,14.5,0.2,80.8,140.0,4.92,293.0,0.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.1,14.7,0.22,4.25,0.0,0.0,0.95,1.54,0.0,0.0
186,pizzas. crepe and pies,burritos,170.0,62.5,8.0,14.3,8.5,1.9,0.0,0.0,0.0,0.0,0.0,6.8,1.9,0.0,1.49,0.0,0.0,4.33,2.93,0.87,0.0045,29.1,0.75,88.0,376.0,0.07,1.1,20.0,20.0,0.14,170.0,260.0,50.0,299.0,1.8,21.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.07,1.7,0.26,0.11,14.9,1.36,6.5,0.0,0.0,0.5,0.58,8.0,0.0
187,pizzas. crepe and pies,fajitas,158.0,63.7,12.7,16.0,4.5,2.2,0.0,0.0,0.0,0.0,0.0,9.0,1.4,0.0,1.76,0.0,0.0,1.96,1.53,0.78,0.0021,30.6,0.89,77.0,462.0,0.06,0.55,20.0,23.0,0.14,210.0,280.0,50.0,357.0,0.66,21.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,3.48,0.57,0.24,23.4,0.42,19.6,0.0,0.0,0.5,0.93,3.17,0.0
197,pizzas. crepe and pies,onion tart,280.0,0.0,7.0,23.5,17.2,5.63,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.87,0.0,0.01,7.5,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,pizzas. crepe and pies,tomato tart,218.0,58.4,5.17,19.3,12.8,4.2,0.0,0.0,0.0,0.0,0.0,13.9,2.9,0.0,1.56,0.0,0.01,7.67,3.39,0.59,0.01,32.6,0.8,21.0,551.0,0.05,0.77,20.0,16.0,0.33,64.0,280.0,20.0,318.0,0.28,81.5,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.025,0.44,0.28,0.091,40.9,0.071,5.2,0.0,0.0,0.0,0.62,3.61,0.0
208,pizzas. crepe and pies,savoury tart (average food),259.0,53.5,7.98,22.2,14.9,3.06,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,1.68,0.0,0.0,7.52,4.91,1.67,0.013999999999999999,67.1,1.18,89.8,640.0,0.049,0.64,21.8,17.4,0.16,123.0,187.0,5.97,464.0,0.7,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.64,0.0,0.11,26.8,0.31,1.39,0.0,0.0,0.98,1.36,0.0,0.0
219,sandwiches,focaccia filled,233.0,0.0,8.0,29.5,8.75,4.25,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,1.45,0.0,0.0,1.75,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,sandwiches,fougasse filled,320.0,31.3,9.38,41.8,12.1,1.59,0.0,0.0,0.0,0.0,0.0,40.2,3.2,0.0,2.27,0.0,0.0,2.74,7.23,1.2,0.0,8.9,1.96,35.4,0.0,0.11,0.92,18.0,23.7,0.39,88.9,158.0,4.51,784.0,0.79,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.061,1.38,0.31,0.1,16.8,0.07400000000000001,0.1,0.0,0.0,0.0,1.22,0.0,0.0
222,sandwiches,hot dog,278.0,44.5,10.9,26.3,13.8,5.2,0.0,0.0,0.0,0.0,0.0,19.1,1.6,0.0,2.39,0.0,0.46,5.18,6.19,1.7,0.01,34.7,1.69,56.0,993.0,0.08,0.85,20.0,17.0,0.26,150.0,210.0,20.0,676.0,1.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.051,1.37,0.4,0.068,31.2,0.5,0.5,0.0,0.0,0.25,1.0,3.7,0.0
223,sandwiches,hamburger from fast foods restaurant,246.0,46.1,13.3,28.3,8.44,3.63,0.0,0.0,0.0,0.0,0.0,23.5,1.8,0.0,2.12,0.0,0.0,2.82,3.64,0.55,0.0,29.0,1.23,64.0,0.0,0.08,1.23,16.9,29.7,0.22,110.0,251.0,10.0,492.0,2.26,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.19,4.06,0.37,0.11,17.0,1.2,0.3,0.0,0.0,0.1,0.07,4.9,0.0
239,sandwiches,sandwich (average),0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,sandwiches,canapés (toasts w various toppings),233.0,55.1,9.09,17.8,13.3,5.06,0.0,0.0,0.0,0.0,0.0,11.7,2.8,0.0,1.94,0.0,0.0,6.24,5.06,1.38,0.0,57.2,1.11,147.0,728.0,0.13,1.77,9.01,22.9,0.34,179.0,154.0,5.54,445.0,1.46,440.0,0.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.28,3.35,0.79,0.15,19.3,0.44,1.14,0.0,0.0,0.34,0.49,0.0,0.0
251,savoury pastries and other starters,samosas or samoosas,237.0,55.2,9.33,18.1,13.7,2.67,0.0,0.0,0.0,0.0,0.0,15.3,1.8,0.0,1.87,0.0,0.0,2.78,5.27,3.21,0.0,23.0,1.26,31.0,790.0,0.1,1.3,3.0,17.8,0.4,95.0,182.0,38.6,493.0,0.87,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.12,1.5,0.22,0.13,20.0,0.34,0.7,0.0,0.0,0.5,1.45,0.0,0.0
253,savoury pastries and other starters,chinese specialty or dumplings,141.0,64.6,5.9,26.0,1.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,1.96,0.0,0.0,0.31,0.75,0.28,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,savoury pastries and other starters,snails in puff pastry,321.0,0.0,6.69,23.1,22.1,1.09,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,1.17,0.0,0.0,13.2,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,savoury pastries and other starters,meat in puff pastry,354.0,37.1,9.59,27.3,22.6,1.23,0.0,0.0,0.0,0.0,0.0,26.0,1.63,0.0,1.86,0.0,0.0,10.6,8.92,2.4,0.0022,70.7,1.55,15.6,0.0,0.09,1.65,7.1,18.6,0.16,38.8,199.0,5.63,610.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,savoury pastries and other starters,croissant filled with ham,246.0,54.0,7.9,20.1,14.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,1.87,0.0,0.0,8.5,4.13,0.96,0.01,0.0,1.1,219.0,0.0,0.0,0.0,5.0,18.9,0.0,0.0,216.0,0.0,500.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,savoury pastries and other starters,spring roll,109.0,73.9,4.57,18.0,1.82,3.6,0.0,0.0,0.0,0.0,0.0,13.0,1.2,0.0,0.54,0.0,0.0,0.66,0.56,0.46,0.0085,13.9,0.29,22.5,0.0,0.1,0.4,25.0,12.6,0.15,14.9,87.0,5.0,116.0,0.45,2.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.64,0.16,0.11,16.0,0.16,1.5,0.0,0.0,0.0,0.18,0.0,0.0
260,savoury pastries and other starters,egg roll or nem,224.0,54.8,6.48,23.1,11.2,3.02,0.0,0.0,0.0,0.0,0.0,17.2,2.54,0.0,1.87,0.0,0.0,2.9,5.08,2.74,0.0,28.0,1.52,25.0,810.0,0.1,0.9,1.0,16.0,0.2,67.0,160.0,4.38,609.0,0.62,2.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.057,1.4,0.25,0.12,23.1,0.22,0.5,0.0,0.0,0.5,0.82,0.0,0.0
266,savoury pastries and other starters,puff pastry savoury (average),307.0,42.9,7.53,28.6,17.7,2.65,0.0,0.0,0.0,0.0,0.0,24.0,1.62,0.0,1.71,0.0,0.0,9.66,4.87,1.38,0.025,39.8,1.21,92.0,0.0,0.092,1.24,13.7,17.0,0.19,110.0,171.0,4.35,485.0,0.94,145.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.12,1.09,0.28,0.094,7.24,0.52,0.34,0.0,0.0,1.18,1.49,0.0,0.0
