,Group,Name,Calories,Water,Protein,Carbohydrates,Fat,Sugar,Sucrose,Glucose,Fructose,Lactose,Maletose,Starch,Fiber,Polyols,Ash,Alcohol,Organic_Acids,Saturated_Fat,Fat_Mono.,Fat_Poly.,DHA,Cholesterol,Salt,Calcium,Choline,Cupper,Iron,Iodine,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Sodium,Zinc,Retinol,Alpha_Carotene,Beta_Carotene,Caffeine,Theobromine,Galactose,Fluoride,Beta_Cryptoxanthin,Lycopene,Lutein&Zeaxathin,Vitamin A,Vitamin_B1,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_B9,Vitamin_B12,Vitamin_C,Vitamin_D2,Vitamin_D3,Vitamin_D,Vitamin_E,Vitamin_K1,Vitamin_K2
4828,Legumes and Legume Products,morningstar farms bbq riblets frozen unprepared,150.0,59.5,11.4,24.6,2.3,17.2,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,2.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,2.0,0.0,0.0,0.0,196.0,407.0,0.0,438.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.01,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4829,Legumes and Legume Products,morningstar farms california turk'y burger frozen unprepared,155.0,62.6,14.9,12.6,7.7,1.8,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,2.2,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,80.0,0.0,0.0,2.5,0.0,0.0,0.0,162.0,531.0,0.0,690.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.2,0.0,0.02,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830,Legumes and Legume Products,morningstar farms hot and spicy veggie sausage patties frozen unprepared,185.0,59.8,21.8,8.5,7.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,2.5,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,3.8,0.0,0.0,0.0,232.0,297.0,0.0,551.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.79,0.3,5.3,0.0,0.5,3.0,5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4831,Legumes and Legume Products,morningstar farms lasagna with veggie sausage frozen unprepared,96.0,75.0,7.1,14.4,2.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,88.0,0.0,0.0,1.3,0.0,0.0,0.0,75.0,229.0,0.0,208.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.22,0.1,2.1,0.0,0.15,2.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4832,Legumes and Legume Products,morningstar farms grillers quarter pound veggie burger frozen unprepared,219.0,55.6,22.8,8.9,10.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.2,0.0,0.0,1.9,0.0,0.0,0.0,1.0,0.0,79.0,0.0,0.0,4.9,0.0,0.0,0.0,124.0,235.0,0.0,429.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.15,0.3,10.8,0.0,0.78,2.0,7.7,28.0,0.0,0.0,0.0,0.0,0.0,0.0
4833,Legumes and Legume Products,morningstar farms sesame chik'n entree frozen unprepared,116.0,73.1,5.3,17.3,3.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,21.0,0.0,73.0,109.0,0.0,196.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,1.5,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
4834,Legumes and Legume Products,morningstar farms meal starters veggie meatballs frozen unprepared,158.0,64.0,17.7,9.9,5.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,2.6,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,2.2,0.0,0.0,0.0,151.0,228.0,0.0,487.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.04,0.6,11.2,0.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4836,Legumes and Legume Products,morningstar farms mediterranean chickpea frozen unprepared,200.0,56.4,15.5,19.8,6.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,1.8,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,94.0,0.0,0.0,1.7,0.0,18.0,0.0,85.0,261.0,0.0,357.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.0,0.1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4838,Legumes and Legume Products,morningstar farms breakfast pattie frozen unprepared,195.0,54.1,23.7,12.6,8.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.9,0.0,0.0,0.0,39.0,531.0,0.0,690.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.4,0.0,0.02,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4842,Legumes and Legume Products,morningstar farms chipotle black bean crumbles frozen unprepared,122.0,69.3,14.4,10.2,4.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,2.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,4.1,0.0,0.0,0.0,75.0,223.0,0.0,491.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.1,8.1,0.0,0.59,15.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4843,Legumes and Legume Products,morningstar farms garden veggie nuggets frozen unprepared,197.0,58.7,9.6,16.9,12.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,2.6,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,74.0,0.0,0.0,1.9,0.0,0.0,0.0,67.0,528.0,0.0,420.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.3,0.0,0.09,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4844,Legumes and Legume Products,morningstar farms spicy black bean enchilada entree frozen unprepared,123.0,71.0,5.8,15.9,5.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,2.1,0.0,0.0,1.6,0.0,0.0,0.0,7.0,0.0,69.0,0.0,0.0,1.1,0.0,0.0,0.0,82.0,167.0,0.0,277.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,1.4,0.0,0.13,15.0,0.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0
4845,Legumes and Legume Products,morningstar farms spicy indian veggie burger frozen unprepared,189.0,58.6,9.2,17.0,11.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,3.6,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,2.1,0.0,0.0,0.0,36.0,484.0,0.0,555.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.08,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4848,Lamb. Veal. and Game Products,"lamb domestic composite of trimmed retail cuts separable lean and fat trimmed to 1/4"" fat choice",267.0,60.7,16.88,0.0,21.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,9.47,0.0,0.0,0.0,72.0,0.0,12.0,0.0,0.104,1.57,0.0,22.0,0.019,160.0,230.0,19.8,58.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.22,6.1,0.67,0.13,18.0,2.39,0.0,0.0,0.0,0.0,0.21,0.0,0.0
4849,Lamb. Veal. and Game Products,"lamb domestic foreshank separable lean and fat trimmed to 1/4"" fat choice",201.0,67.01,18.91,0.0,13.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,5.83,0.0,0.0,0.0,72.0,0.0,11.0,0.0,0.101,1.67,0.0,22.0,0.021,170.0,214.0,19.9,72.0,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.19,5.47,0.69,0.15,19.0,2.34,0.0,0.0,0.0,0.0,0.25,0.0,0.0
4850,Lamb. Veal. and Game Products,"lamb domestic leg whole (shank and sirloin) separable lean and fat trimmed to 1/4"" fat choice",230.0,64.32,17.91,0.0,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,7.43,0.0,0.0,0.0,69.0,0.0,9.0,0.0,0.113,1.66,0.0,23.0,0.02,170.0,249.0,20.7,56.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.23,6.26,0.69,0.15,19.0,2.5,0.0,0.0,0.0,0.0,0.21,0.0,0.0
4851,Lamb. Veal. and Game Products,"lamb domestic loin separable lean and fat trimmed to 1/4"" fat choice cooked broiled",316.0,51.57,25.17,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,9.83,0.0,0.0,0.0,100.0,0.0,20.0,93.8,0.13,1.81,0.0,24.0,0.022,196.0,327.0,27.4,77.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,7.1,0.64,0.13,18.0,2.47,0.0,0.0,0.1,0.1,0.13,0.0,0.0
4852,Lamb. Veal. and Game Products,"lamb domestic loin separable lean only trimmed to 1/4"" fat choice",143.0,72.55,20.88,0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,2.13,0.0,0.0,0.0,66.0,0.0,12.0,0.0,0.128,1.91,0.0,27.0,0.024,190.0,276.0,23.6,68.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.23,6.51,0.66,0.17,24.0,2.21,0.0,0.0,0.0,0.0,0.19,0.0,0.0
4853,Lamb. Veal. and Game Products,"lamb domestic shoulder whole (arm and blade) separable lean and fat trimmed to 1/4"" fat choice cooked braised",344.0,45.2,28.68,0.0,24.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,10.34,0.0,0.0,0.0,116.0,0.0,25.0,0.0,0.123,2.4,0.0,24.0,0.026,186.0,248.0,33.0,75.0,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.22,6.33,0.61,0.1,17.0,2.8,0.0,0.0,0.0,0.0,0.16,0.0,0.0
4854,Lamb. Veal. and Game Products,"lamb domestic cubed for stew or kabob (leg and shoulder) separable lean only trimmed to 1/4"" fat",134.0,73.74,20.21,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,1.89,0.0,0.0,0.0,65.0,0.0,9.0,0.0,0.121,1.77,0.0,26.0,0.024,189.0,284.0,22.8,65.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.24,5.95,0.71,0.16,23.0,2.73,0.0,0.0,0.0,0.0,0.22,0.0,0.0
4855,Lamb. Veal. and Game Products,lamb new zealand imported frozen composite of trimmed retail cuts separable lean and fat,277.0,59.8,16.74,0.0,22.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,11.57,0.0,0.0,0.0,78.0,0.0,13.0,0.0,0.083,1.49,0.0,15.0,0.018000000000000002,168.0,136.0,1.3,39.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.32,6.55,0.52,0.11,1.0,2.42,0.0,0.0,0.0,0.0,0.21,0.0,0.0
4856,Lamb. Veal. and Game Products,lamb  new zealand  imported  fore shank  separable lean and fat,183.0,68.69,20.09,0.09,11.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,4.621,0.0,0.0,0.0,66.0,0.0,7.0,0.0,0.079,1.28,0.0,19.0,0.008,157.0,286.0,6.4,76.0,3.88,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.1,0.096,4.0939999999999985,0.433,0.094,0.0,2.01,0.0,0.0,0.0,0.0,0.27,0.0,0.0
4857,Lamb. Veal. and Game Products,lamb  new zealand  imported  fore shank  separable lean only  cooked  braised,209.0,59.33,33.31,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,2.631,0.0,0.0,0.0,115.0,0.0,11.0,0.0,0.136,2.24,0.0,23.0,0.01,173.0,258.0,9.9,77.0,7.09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.043,0.14800000000000002,4.103,0.4970000000000001,0.077,0.0,1.36,0.0,0.0,0.0,0.0,0.43,0.0,0.0
4858,Lamb. Veal. and Game Products,lamb  new zealand  imported  leg chop/steak  bone in  separable lean and fat,206.0,66.75,18.64,0.13,14.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,5.902,0.0,0.0,0.0,67.0,0.0,10.0,0.0,0.105,1.49,0.0,21.0,0.006999999999999999,177.0,315.0,3.0,59.0,2.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.163,0.153,4.635,0.494,0.123,0.0,1.46,0.0,0.0,0.0,0.0,0.26,0.0,0.0
4859,Lamb. Veal. and Game Products,lamb new zealand imported frozen leg whole (shank and sirloin) separable lean and fat cooked roasted,246.0,57.87,24.81,0.0,15.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,7.61,0.0,0.0,0.0,101.0,0.0,10.0,0.0,0.103,2.1,0.0,20.0,0.023,218.0,167.0,4.0,43.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.45,7.59,0.55,0.13,1.0,2.6,0.0,0.0,0.0,0.0,0.15,0.0,0.0
4860,Lamb. Veal. and Game Products,lamb new zealand imported frozen loin separable lean and fat cooked broiled,315.0,50.44,23.43,0.0,23.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,11.96,0.0,0.0,0.0,112.0,0.0,23.0,95.0,0.109,2.05,0.0,19.0,0.021,208.0,159.0,2.0,49.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.36,7.93,0.5,0.11,1.0,2.53,0.0,0.0,0.1,0.1,0.13,0.0,0.0
4861,Lamb. Veal. and Game Products,lamb new zealand imported loin chop separable lean only,142.0,71.4,19.98,0.0,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,2.764,0.0,0.0,0.0,66.0,0.0,18.0,0.0,0.116,1.52,0.0,23.0,0.009000000000000001,189.0,327.0,5.5,77.0,2.69,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.119,0.154,5.397,0.525,0.16,0.0,1.9,0.0,0.0,0.0,0.0,0.22,0.0,0.0
4862,Lamb. Veal. and Game Products,lamb  new zealand  imported  rack   partly frenched  separable lean and fat,240.0,62.78,18.12,0.13,18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,7.229,0.0,0.0,0.0,66.0,0.0,10.0,0.0,0.098,1.3,0.0,20.0,0.008,165.0,277.0,3.3,61.0,2.34,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.084,0.16699999999999998,5.032,0.408,0.159,0.0,1.12,0.0,0.0,0.0,0.0,0.4,0.0,0.0
4863,Lamb. Veal. and Game Products,lamb  new zealand  imported  rack   partly frenched  separable lean and fat  cooked  fast roasted,253.0,59.66,22.06,0.04,18.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,7.066,0.0,0.0,0.0,76.0,0.0,20.0,81.7,0.108,1.57,0.0,22.0,0.01,195.0,304.0,4.0,69.0,2.69,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.067,0.18600000000000005,6.019,0.366,0.156,0.0,1.17,0.0,0.0,0.0,0.0,0.45,0.0,0.0
4864,Lamb. Veal. and Game Products,lamb  new zealand  imported  square cut shoulder  separable lean and fat,272.0,61.07,16.16,0.24,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,9.855,0.0,0.0,0.0,60.0,0.0,10.0,0.0,0.076,1.01,0.0,17.0,0.006999999999999999,147.0,261.0,4.5,64.0,2.91,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.098,0.134,2.9160000000000004,0.25,0.118,0.0,1.86,0.0,0.0,0.2,0.2,0.53,0.0,0.0
4883,Lamb. Veal. and Game Products,game meat antelope,114.0,74.08,22.38,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.74,0.0,0.0,0.0,95.0,0.0,3.0,0.0,0.18,3.19,0.0,27.0,0.02,188.0,353.0,9.7,51.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4884,Lamb. Veal. and Game Products,game meat antelope cooked roasted,150.0,65.9,29.45,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.97,0.0,0.0,0.0,126.0,0.0,4.0,0.0,0.213,4.2,0.0,28.0,0.022,210.0,372.0,12.9,54.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.73,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4885,Lamb. Veal. and Game Products,game meat bear,161.0,71.2,20.1,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.65,0.0,0.0,0.0,151.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.68,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4886,Lamb. Veal. and Game Products,game meat bear cooked simmered,259.0,53.55,32.42,0.0,13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,3.54,0.0,0.0,0.0,98.0,0.0,5.0,122.3,0.14800000000000002,10.73,0.0,23.0,0.0,170.0,263.0,11.2,71.0,10.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.82,3.35,0.0,0.29,6.0,2.47,0.0,0.0,0.0,0.0,0.49,0.0,0.0
4889,Lamb. Veal. and Game Products,game meat beaver cooked roasted,212.0,57.92,34.85,0.0,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,2.07,0.0,0.0,0.0,117.0,0.0,22.0,129.9,0.189,10.0,0.0,29.0,0.0,292.0,403.0,43.1,59.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.31,2.2,0.93,0.47,11.0,8.3,3.0,0.0,0.0,0.0,0.45,0.0,0.0
4895,Lamb. Veal. and Game Products,game meat boar wild,122.0,72.54,21.51,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4896,Lamb. Veal. and Game Products,game meat boar wild cooked roasted,160.0,63.87,28.3,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,1.3,0.0,0.0,0.0,77.0,0.0,16.0,117.4,0.056,1.12,0.0,27.0,0.0,134.0,396.0,13.0,60.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.14,4.21,0.0,0.418,6.0,0.7,0.0,0.0,0.0,0.0,0.38,0.0,0.0
4898,Lamb. Veal. and Game Products,game meat caribou,127.0,71.45,22.63,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,1.29,0.0,0.0,0.0,83.0,0.0,17.0,0.0,0.222,4.69,0.0,26.0,0.078,208.0,295.0,10.2,57.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.72,5.5,2.55,0.37,4.0,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4899,Lamb. Veal. and Game Products,game meat deer,120.0,73.57,22.96,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.95,0.0,0.0,0.0,85.0,0.0,5.0,0.0,0.253,3.4,0.0,23.0,0.041,202.0,318.0,9.7,51.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.48,6.37,0.0,0.37,4.0,6.31,0.0,0.0,0.0,0.0,0.2,0.0,0.0
4900,Lamb. Veal. and Game Products,game meat elk,111.0,74.38,22.95,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.53,0.0,0.0,0.0,55.0,0.0,4.0,0.0,0.12,2.76,0.0,23.0,0.012,161.0,312.0,9.8,58.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4901,Lamb. Veal. and Game Products,game meat elk cooked roasted,146.0,66.28,30.19,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.7,0.0,0.0,0.0,73.0,0.0,5.0,0.0,0.142,3.63,0.0,24.0,0.013,180.0,328.0,13.0,61.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4902,Lamb. Veal. and Game Products,goat,109.0,75.84,20.6,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.71,0.0,0.0,0.0,57.0,0.0,13.0,0.0,0.256,2.83,0.0,0.0,0.038,180.0,385.0,8.8,82.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.49,3.75,0.0,0.0,5.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4903,Lamb. Veal. and Game Products,game meat horse,133.0,72.63,21.39,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.44,0.0,0.0,0.0,52.0,0.0,6.0,0.0,0.14400000000000002,3.82,0.0,24.0,0.019,221.0,360.0,10.1,53.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,4.6,0.0,0.38,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4904,Lamb. Veal. and Game Products,game meat muskrat,162.0,69.35,20.76,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,22.0,0.0,220.0,276.0,9.1,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.52,6.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4905,Lamb. Veal. and Game Products,game meat muskrat cooked roasted,234.0,55.58,30.09,0.0,11.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,36.0,0.0,0.189,7.1,0.0,26.0,0.032,271.0,320.0,14.8,95.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.71,7.19,0.93,0.47,11.0,8.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0
4906,Lamb. Veal. and Game Products,game meat opossum cooked roasted,221.0,58.3,30.2,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,1.206,0.0,0.0,0.0,129.0,0.0,17.0,116.5,0.189,4.64,0.0,34.0,0.0,278.0,438.0,18.2,58.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.37,8.43,0.0,0.47,10.0,8.3,0.0,0.0,0.0,0.0,0.44,0.0,0.0
4910,Lamb. Veal. and Game Products,game meat raccoon cooked roasted,255.0,54.3,29.2,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,4.07,0.0,0.0,0.0,97.0,0.0,14.0,115.4,0.189,7.1,0.0,30.0,0.0,261.0,398.0,18.0,79.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.52,4.68,0.0,0.47,11.0,8.3,0.0,0.0,0.0,0.0,0.49,0.0,0.0
4911,Lamb. Veal. and Game Products,game meat squirrel,120.0,73.83,21.23,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.38,0.0,0.0,0.0,83.0,0.0,2.0,0.0,0.0,4.7,0.0,24.0,0.0,172.0,304.0,9.3,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
